brand,make,price,km,gearbox,doors,imported,kW,cm3,fuel,registered,color,aircon,damage,car_type,standard,drive,age,country
Peugeot,206,1720,182600,M,2/3,0,44,1124.0,petrol,1,BL,0,0,HB,3,F,15,French
Mercedes,C 220,1850,255120,A,4/5,0,105,2145.0,diesel,0,VAR,2,0,SW,3,B,18,German
Opel,Astra,1900,145223,M,4/5,0,59,1686.0,diesel,0,VAR,4,0,SDN,3,F,16,German
Opel,Corsa,3950,151650,M,4/5,0,55,1229.0,LPG,0,VAR,2,0,HB,4,F,10,German
Mercedes,R 320,6500,362670,A,4/5,1,165,2998.0,diesel,0,BL,4,0,SDN,4,4x4,14,German
BMW,318,13550,173000,A,4/5,0,110,1995.0,diesel,0,BL,4,0,SDN,6,B,5,German
Renault,Megane,1350,173000,M,4/5,0,66,1900.0,diesel,0,VAR,2,0,SW,3,F,17,French
Lancia,Phedra,4700,190000,M,4/5,0,100,2000.0,diesel,0,VAR,4,0,VAN,4,F,12,Italian
Opel,Vectra,1350,187000,M,4/5,0,74,2000.0,diesel,1,BL,4,0,SDN,3,F,20,German
Citroen,C3 Picasso,6150,133077,M,4/5,1,68,1560.0,diesel,0,VAR,4,0,HB,5,F,6,French
Mercedes,C 220,6000,218000,A,4/5,0,110,2149.0,diesel,1,VAR,4,0,SDN,4,B,13,German
Mercedes,Vito,6900,259111,M,4/5,0,65,2148.0,diesel,0,WH,4,0,PU,3,B,17,German
Seat,Ibiza,4100,165200,M,4/5,0,59,1400.0,diesel,0,VAR,2,0,SDN,5,F,11,EU
Fiat,Punto,1700,267000,M,4/5,0,59,1910.0,diesel,0,GR,2,0,HB,2,F,20,Italian
Nissan,Micra,500,150000,M,2/3,0,50,1000.0,petrol,0,VAR,0,0,SDN,1,F,20,Asian
Mercedes,C 200,3450,290000,M,4/5,0,90,2148.0,diesel,1,VAR,2,0,SW,3,B,14,German
Peugeot,206,1900,143000,M,2/3,0,80,1600.0,petrol,0,BL,4,0,CBR,3,F,18,French
Peugeot,207,2850,190000,M,4/5,0,80,1560.0,diesel,0,VAR,4,0,HB,4,F,13,French
Opel,Astra,700,148000,M,4/5,0,52,1600.0,LPG,1,WH,0,0,HB,2,F,25,German
Ford,Escort,800,198000,M,4/5,0,66,1800.0,diesel,0,WH,0,0,SW,2,F,21,USA
Opel,Astra,850,220000,M,4/5,0,73,1700.0,diesel,0,VAR,0,0,SW,3,F,19,German
Daihatsu,Sirion,2000,95000,M,4/5,0,74,1300.0,petrol,0,VAR,1,0,HB,3,4x4,20,Asian
BMW,X5,6999,223000,M,4/5,0,170,2997.0,LPG,0,GR,2,0,SUV,3,4x4,19,German
Citroen,Xsara Picasso,1150,32000,M,4/5,0,66,1977.0,diesel,1,WH,2,0,SDN,3,F,18,French
Hyundai,ix35,11500,97597,M,4/5,0,99,1591.0,petrol,0,VAR,4,0,SUV,5,F,6,Asian
VW,Touran,6500,160000,M,4/5,0,75,1968.0,diesel,0,VAR,4,0,SDN,4,F,12,German
Alfa Romeo,MiTo,4000,140000,M,2/3,0,59,1400.0,petrol,1,BL,2,0,CP,5,F,11,Italian
Škoda,Fabia,1650,270000,M,4/5,0,47,1200.0,diesel,0,VAR,1,0,SDN,3,F,16,EU
Honda,Civic,5400,185009,M,4/5,0,103,1800.0,petrol,0,VAR,4,0,HB,4,F,12,Asian
Mercedes,A 180,11599,183320,M,4/5,0,80,1461.0,diesel,1,BL,2,0,HB,6,F,6,German
VW,Golf 4,1900,268000,M,4/5,1,74,1900.0,diesel,0,GR,4,0,SW,3,4x4,15,German
Kia,Pro_ceed,10000,67000,M,2/3,0,74,1368.0,petrol,1,VAR,4,0,HB,6,F,4,Asian
Ford,Connect,2799,220000,M,4/5,0,66,1753.0,diesel,1,WH,2,0,PU,3,F,15,USA
BMW,X5,5000,294860,A,4/5,0,135,2926.0,diesel,0,VAR,4,0,SUV,4,4x4,18,German
BMW,630,18500,273000,A,2/3,0,190,2998.0,petrol,0,VAR,4,0,CBR,4,B,14,German
Audi,A8,12000,137000,A,4/5,0,171,2967.0,diesel,0,VAR,4,0,SDN,4,4x4,13,German
Mercedes,190,1300,164000,M,4/5,0,80,1800.0,petrol,1,BL,0,0,SDN,2,B,29,German
Renault,Clio,5400,113045,M,4/5,1,55,1461.0,diesel,1,WH,2,0,HB,6,F,6,French
BMW,118,6950,183000,M,4/5,1,105,1988.0,diesel,0,GR,4,0,HB,4,F,11,German
VW,Passat,17490,72621,M,4/5,1,110,1968.0,diesel,1,BL,3,0,SW,4,F,5,German
Citroen,Xsara Picasso,2690,174178,M,4/5,1,79,1560.0,diesel,0,BL,3,0,VAN,4,F,11,French
Suzuki,Vitara,13900,108200,M,4/5,1,87,1598.0,diesel,1,GR,3,0,SUV,3,4x4,3,Asian
VW,Tiguan,8100,93000,M,4/5,0,147,1968.0,petrol,1,GR,4,0,SUV,5,4x4,11,German
Ford,Fiesta,2499,143233,M,4/5,0,55,1242.0,petrol,1,VAR,2,0,HB,4,F,13,USA
Toyota,RAV4,6499,136535,M,4/5,1,129,2231.0,diesel,0,GR,3,0,SW,3,4x4,14,Asian
VW,Golf 5,4650,231000,M,4/5,0,77,1896.0,diesel,0,BL,3,0,HB,4,F,13,German
Honda,CR_V,19499,78525,A,4/5,1,110,2199.0,diesel,0,GR,0,0,SW,5,4x4,7,Asian
Ford,Fiesta,950,180000,M,2/3,0,55,1242.0,petrol,0,GR,0,0,HB,3,F,19,USA
Nissan,Qashqai,14999,101539,M,4/5,1,96,1598.0,diesel,0,GR,3,0,SW,5,F,5,Asian
VW,Passat,12500,134376,A,4/5,1,87,1598.0,diesel,0,VAR,3,0,SW,4,F,5,German
BMW,318,12690,182271,M,4/5,0,100,1995.0,diesel,1,BL,2,0,SDN,5,B,6,German
Jeep,Cherokee,14990,108000,M,4/5,1,103,1968.0,diesel,1,BL,3,0,SUV,5,4x4,6,Other
VW,Golf 4,1550,180200,M,2/3,0,50,1896.0,diesel,1,BL,2,0,SDN,3,F,18,German
Volvo,XC 60,18990,130204,M,4/5,1,140,2400.0,diesel,0,GR,3,0,SUV,6,F,5,Other
VW,Touran,15990,86593,M,4/5,1,103,1968.0,diesel,0,VAR,3,0,VAN,5,F,5,German
Škoda,Roomster,2990,206305,M,4/5,1,62,1197.0,petrol,0,WH,3,0,VAN,5,F,9,EU
VW,Passat,8300,240524,A,4/5,0,103,1968.0,diesel,1,VAR,3,0,SW,5,F,7,German
Mazda,5,3399,196230,M,4/5,1,81,1998.0,diesel,0,VAR,3,0,VAN,4,F,12,Asian
Peugeot,307,1950,267548,M,4/5,0,66,1997.0,diesel,0,GR,4,0,HB,3,F,17,French
VW,Passat,5490,185693,M,4/5,1,103,1968.0,diesel,0,GR,3,0,SW,4,F,13,German
Opel,Meriva,2450,222000,S,4/5,0,55,1700.0,petrol,0,GR,2,0,SDN,4,F,13,German
Ford,Mondeo,17590,66546,M,4/5,1,118,1498.0,petrol,0,WH,3,0,SDN,3,F,3,USA
Seat,Ibiza,1990,137987,M,4/5,1,54,1390.0,petrol,1,GR,3,0,HB,4,F,15,EU
Toyota,Corolla,2250,192518,M,4/5,0,85,1995.0,diesel,0,GR,4,0,HB,3,F,16,Asian
Nissan,Juke,7990,68779,M,4/5,1,68,1598.0,petrol,0,WH,3,0,HB,5,F,6,Asian
Hyundai,ix35,9990,131104,M,4/5,1,99,1995.0,diesel,0,VAR,3,0,SUV,4,F,10,Asian
Hyundai,Santa Fe,7800,137198,A,4/5,1,113,2188.0,diesel,0,VAR,3,0,SW,4,4x4,13,Asian
Škoda,Octavia,9990,173128,A,4/5,1,76,1598.0,diesel,1,BL,3,0,SW,5,F,6,EU
Škoda,Fabia,5900,123975,M,4/5,1,54,999.0,petrol,0,VAR,3,0,SW,4,F,5,EU
Audi,A3,6690,169561,M,4/5,1,92,1390.0,petrol,0,VAR,0,0,HB,4,F,11,German
Mercedes,Vito,25990,128685,A,4/5,1,120,2143.0,diesel,0,GR,3,0,SW,3,B,5,German
Audi,A3,4720,184196,M,4/5,1,76,1896.0,diesel,0,BL,0,0,HB,4,F,13,German
MINI,Countryman,9790,90390,M,4/5,1,90,1598.0,petrol,1,VAR,3,0,HB,5,F,8,German
Nissan,Qashqai,11990,161852,M,4/5,1,81,1461.0,diesel,1,WH,3,0,SUV,4,F,4,Asian
Opel,Astra,10890,33941,M,4/5,1,74,1399.0,petrol,1,BL,3,0,SW,4,F,3,German
Audi,A4,7799,114177,M,4/5,1,118,1798.0,petrol,0,GR,3,0,SW,4,F,11,German
Hyundai,i30,7990,154535,M,4/5,1,81,1582.0,diesel,0,WH,3,0,SW,4,F,4,Asian
Citroen,C4 Grand Picasso,2690,280135,A,4/5,1,79,1560.0,diesel,0,VAR,3,0,VAN,4,F,10,French
Volvo,XC 60,23990,81851,A,4/5,1,140,2400.0,diesel,1,BL,3,0,SUV,6,F,4,Other
Seat,Leon,4990,122158,M,4/5,1,76,1197.0,petrol,0,WH,3,0,HB,5,F,10,EU
Mercedes,A 180,17990,106463,A,4/5,1,79,1461.0,diesel,0,BL,3,0,HB,4,F,4,German
Škoda,Superb,17490,108440,M,4/5,1,140,1968.0,diesel,0,GR,3,0,SW,5,F,5,EU
VW,Golf 4,2290,177000,M,4/5,0,66,1900.0,diesel,1,BL,2,0,SDN,3,F,18,German
Seat,Exeo,7700,178000,A,4/5,1,105,1988.0,diesel,0,WH,4,0,SW,5,F,8,EU
MINI,Cooper,5500,132000,M,2/3,0,79,1560.0,diesel,1,BL,0,0,HB,4,F,12,German
Opel,Corsa,850,202254,M,2/3,1,66,1400.0,petrol,0,VAR,2,0,HB,4,F,17,German
Peugeot,208,6650,131000,M,4/5,0,55,1560.0,diesel,1,GR,2,0,HB,6,F,5,French
Renault,Twingo,5500,110000,M,2/3,1,75,1150.0,petrol,1,BL,2,0,HB,5,F,8,French
Opel,Astra,2000,208000,M,4/5,0,74,1700.0,diesel,0,GR,2,0,SW,3,F,16,German
Peugeot,508,5950,229556,S,4/5,0,82,1560.0,diesel,0,BL,4,0,SW,3,F,9,French
Renault,Espace,1500,280000,M,4/5,0,103,1998.0,petrol,1,VAR,1,0,VAN,3,F,19,French
Mercedes,320,1500,210000,A,4/5,1,160,3200.0,petrol,0,GR,4,0,SDN,4,B,20,German
Opel,Corsa,2950,188500,M,4/5,0,58,1200.0,petrol,1,BL,4,0,HB,3,F,13,German
Alfa Romeo,147,1700,185979,M,4/5,0,85,1900.0,diesel,1,GR,4,0,HB,4,F,18,Italian
Citroen,C4 Grand Picasso,3600,228000,A,4/5,0,80,1600.0,diesel,1,VAR,4,0,SW,4,F,13,French
Toyota,Avensis,1950,270000,M,4/5,0,81,1998.0,diesel,1,VAR,2,0,SDN,3,F,18,Asian
Ford,Fiesta,1450,130000,M,2/3,1,70,1400.0,petrol,1,BL,2,0,HB,3,F,13,USA
BMW,318,8790,189000,M,4/5,0,105,1995.0,diesel,1,GR,2,0,SW,4,B,11,German
Audi,A4,2900,265000,A,4/5,1,101,1998.0,diesel,1,BL,4,0,SW,4,F,15,German
BMW,X5,18000,135000,A,4/5,1,173,3000.0,diesel,0,VAR,4,0,SUV,4,4x4,12,German
Mazda,6,3999,190000,M,4/5,0,100,1998.0,diesel,0,GR,4,0,SDN,3,F,15,Asian
VW,Golf 3,1100,280000,M,4/5,0,55,1900.0,diesel,1,VAR,1,0,HB,3,F,27,German
Fiat,Punto,1850,132400,M,4/5,0,44,1242.0,petrol,1,BL,2,0,HB,3,F,15,Italian
Audi,A4,11500,228000,M,4/5,0,103,1998.0,diesel,0,VAR,4,0,SW,5,F,9,German
Škoda,Octavia,6990,153970,M,4/5,1,76,1598.0,diesel,1,WH,3,0,SW,5,F,9,EU
Honda,CR_V,8000,192000,M,4/5,0,110,2199.0,diesel,0,BL,3,0,SUV,5,4x4,10,Asian
VW,Passat,7300,297340,A,4/5,1,103,1968.0,diesel,0,BL,4,0,SW,5,F,9,German
Fiat,Stilo,1250,240000,M,4/5,0,85,1900.0,diesel,0,GR,4,0,SW,3,F,17,Italian
Ford,Mondeo,1500,171000,A,4/5,0,103,1998.0,petrol,1,VAR,2,0,SDN,3,F,19,USA
BMW,520,14950,137987,M,4/5,0,135,1995.0,diesel,1,WH,4,0,SDN,5,B,7,German
Rover,45,900,190000,M,4/5,0,76,1396.0,petrol,0,GR,2,0,HB,3,F,19,EU
Škoda,Superb,14700,173000,A,4/5,1,110,1968.0,diesel,1,GR,3,0,SW,5,F,4,EU
Ford,Fiesta,950,355733,M,4/5,0,55,1753.0,diesel,1,VAR,2,0,HB,3,F,19,USA
Ford,Focus,2000,307000,M,4/5,0,85,1800.0,LPG,0,GR,2,0,SW,3,F,19,USA
Opel,Adam,7500,69000,M,2/3,1,51,1200.0,petrol,0,GR,2,0,CP,5,F,7,German
BMW,Serija 5,17999,174655,A,4/5,1,190,2993.0,diesel,0,BL,3,0,SW,5,F,6,German
Alfa Romeo,147,2200,176000,M,4/5,0,85,1910.0,diesel,1,VAR,3,0,HB,1,F,16,Italian
Renault,Megane,1700,230500,M,4/5,0,88,1900.0,diesel,1,VAR,3,0,HB,3,F,16,French
VW,Touran,4900,255000,M,4/5,0,66,1900.0,diesel,0,VAR,2,0,VAN,4,F,13,German
Nissan,Qashqai,16950,82688,M,4/5,0,81,1461.0,diesel,0,VAR,4,0,SUV,6,F,3,Asian
Mercedes,B 200,7500,205000,M,4/5,0,103,1991.0,diesel,0,VAR,2,0,HB,5,F,10,German
Mercedes,E 200,3000,270000,A,4/5,1,100,2150.0,diesel,1,GR,4,0,SDN,4,B,14,German
Opel,Astra,3150,161000,M,4/5,0,80,1600.0,petrol,0,VAR,2,0,SW,4,F,15,German
Hyundai,i30,5800,82625,M,4/5,1,76,1396.0,petrol,1,GR,3,0,HB,4,F,10,Asian
Nissan,Qashqai,7370,154325,M,4/5,1,78,1461.0,diesel,1,GR,0,0,SW,4,F,10,Asian
Ford,Focus,1499,229500,M,4/5,0,85,1753.0,diesel,0,VAR,2,0,HB,3,F,18,USA
Hyundai,Tucson,16500,130650,A,4/5,1,104,1685.0,diesel,1,GR,3,0,SW,3,4x4,4,Asian
Škoda,Fabia,5700,108662,M,4/5,1,62,1390.0,petrol,1,WH,3,0,HB,4,F,7,EU
Nissan,X_Trail,16500,124100,M,4/5,1,96,1598.0,diesel,0,GR,3,0,SW,5,F,4,Asian
Fiat,500,9950,122461,M,2/3,0,99,1368.0,petrol,0,WH,4,0,HB,4,F,8,Italian
Audi,A4,7300,174000,A,4/5,0,105,1968.0,diesel,1,GR,4,0,SW,4,F,11,German
Renault,Megane,1950,250000,M,4/5,0,88,1900.0,diesel,0,GR,2,0,SW,4,F,16,French
Mercedes,C klasa,22999,141611,S,4/5,1,124,2143.0,diesel,1,VAR,3,0,SW,5,F,4,German
BMW,Serija 3,13990,133202,A,4/5,1,99,1995.0,diesel,0,GR,3,0,HB,4,F,6,German
Opel,Astra,1250,250000,M,2/3,0,74,1910.0,diesel,0,GR,2,0,HB,3,F,20,German
VW,Golf 4,2000,400000,M,4/5,0,85,1900.0,diesel,0,BL,4,0,HB,4,F,20,German
Fiat,Punto,1900,200000,M,4/5,0,44,1242.0,LPG,0,GR,0,0,HB,4,F,9,Italian
Toyota,Aygo,2100,170000,M,4/5,0,50,1000.0,petrol,1,VAR,0,0,HB,4,F,14,Asian
Lada,Niva,2650,80000,M,2/3,0,59,1690.0,LPG,0,VAR,0,0,SUV,4,4x4,14,YuSSR
BMW,318,5600,199853,M,2/3,0,103,1987.0,petrol,0,BL,2,0,CBR,4,B,18,German
VW,Touran,3500,218000,M,4/5,0,77,1896.0,diesel,1,VAR,4,0,VAN,3,F,15,German
Nissan,Qashqai,13800,88800,M,4/5,1,96,1598.0,diesel,0,GR,0,0,SW,5,F,5,Asian
VW,Tiguan,18950,156658,M,4/5,0,110,1968.0,diesel,1,GR,4,0,SUV,6,F,3,German
Hyundai,Santa Fe,6200,160000,M,4/5,0,110,2188.0,diesel,1,BL,4,0,SUV,4,4x4,14,Asian
Alfa Romeo,MiTo,5150,149000,M,2/3,0,77,1368.0,petrol,1,GR,4,0,HB,5,F,8,Italian
VW,New Beetle,3490,171438,M,2/3,1,85,1987.0,petrol,0,VAR,3,0,CBR,3,F,17,German
Land Rover,Range Rover Evoque,27999,111449,A,4/5,1,110,1999.0,diesel,1,BL,3,0,SUV,6,4x4,4,Other
Nissan,Tiida,4500,227447,M,4/5,0,90,1797.0,petrol,0,BL,4,0,SDN,4,F,12,Asian
Peugeot,407,2780,220000,M,4/5,0,100,2000.0,diesel,0,VAR,4,0,SW,3,F,15,French
BMW,Serija 5,17999,174655,A,4/5,1,190,2993.0,diesel,1,BL,3,0,SW,5,F,6,German
Škoda,Octavia,15999,152655,M,4/5,1,135,1968.0,diesel,0,VAR,3,0,SW,5,F,5,EU
Mercedes,C klasa,22999,141611,A,4/5,1,124,2143.0,diesel,0,VAR,3,0,SW,5,F,4,German
Land Rover,Range Rover Sport,15000,198500,A,4/5,0,200,3628.0,diesel,0,WH,4,0,SUV,5,4x4,10,Other
Toyota,RAV4,3800,187000,M,4/5,0,85,1995.0,diesel,0,BL,4,0,SUV,3,4x4,18,Asian
Fiat,Ulysse,1599,260000,M,4/5,0,94,2200.0,diesel,0,GR,3,0,HB,3,F,18,Italian
Citroen,C4,8950,112032,A,4/5,0,73,1560.0,diesel,1,WH,4,0,HB,6,F,4,French
Opel,Vivaro,6000,220000,M,2/3,0,79,1900.0,diesel,0,VAR,4,0,VAN,3,F,13,German
VW,Golf 5,3500,214000,M,4/5,0,103,1968.0,diesel,1,VAR,2,0,HB,3,F,16,German
Renault,Scenic,1550,200000,M,4/5,0,79,1600.0,LPG,0,VAR,2,0,HB,3,F,20,French
Opel,Zafira,1900,220995,M,4/5,0,74,1600.0,petrol,0,GR,2,0,VAN,3,F,19,German
Lancia,Lybra,1100,280000,M,4/5,0,85,1897.0,diesel,1,VAR,4,0,SW,1,F,19,Italian
Opel,Astra,1600,221550,M,2/3,0,74,1650.0,petrol,1,GR,2,0,HB,3,F,18,German
Seat,Alhambra,15990,144421,A,4/5,1,110,1968.0,diesel,0,VAR,3,0,VAN,5,F,5,EU
Audi,A3,4100,193500,M,2/3,0,110,1998.0,petrol,1,BL,4,0,HB,4,F,15,German
Seat,Ibiza,7150,143126,M,2/3,0,55,1422.0,diesel,1,WH,2,0,HB,6,F,4,EU
Toyota,Avensis,12650,166370,M,4/5,1,104,1998.0,diesel,1,WH,0,0,SW,4,F,4,Asian
Audi,A4,4500,182000,M,4/5,0,103,1968.0,diesel,0,GR,4,0,SW,4,F,14,German
Peugeot,107,2299,230000,M,2/3,0,50,996.0,LPG,0,VAR,0,0,HB,3,F,11,French
VW,Passat,13990,155726,A,4/5,1,110,1968.0,diesel,0,GR,3,0,SW,4,F,4,German
Renault,Kangoo,1900,185000,M,4/5,0,46,1200.0,petrol,0,WH,2,0,PU,4,F,14,French
Seat,Leon,4600,223025,M,4/5,0,157,1787.0,petrol,0,VAR,4,0,HB,3,F,17,EU
Jeep,Compass,8750,144656,M,4/5,0,120,2143.0,diesel,1,BL,2,0,SUV,5,4x4,9,Other
Volvo,S60,9999,153702,M,4/5,0,120,1984.0,diesel,0,GR,2,0,SDN,5,F,8,Other
Mercedes,B klasa,14999,95957,M,4/5,1,79,1461.0,diesel,0,BL,3,0,VAN,5,F,5,German
Renault,Scenic,2750,265000,M,4/5,0,77,1426.0,diesel,0,VAR,4,0,SDN,4,F,14,French
BMW,Serija 5,7990,248097,A,4/5,1,159,2996.0,petrol,0,BL,3,0,SW,4,F,12,German
BMW,X1,9950,178000,M,4/5,0,100,1995.0,diesel,1,BL,3,0,SUV,5,4x4,10,German
Suzuki,Wagon R+,1450,140100,M,4/5,0,56,1298.0,petrol,0,GR,0,0,HB,3,F,20,Asian
BMW,318,14190,177345,M,4/5,0,100,1995.0,diesel,0,BL,2,0,SDN,5,B,6,German
Ford,Focus,4000,172000,M,4/5,0,100,1998.0,diesel,0,WH,2,0,SW,3,F,11,USA
VW,Golf 6,5300,152000,M,2/3,0,59,1390.0,petrol,0,BL,2,0,SDN,5,F,12,German
Hyundai,i20,8490,24281,M,4/5,1,54,1248.0,petrol,1,WH,3,0,HB,4,F,1,Asian
Mazda,3,3999,182815,M,4/5,1,76,1598.0,petrol,0,VAR,3,0,HB,4,F,12,Asian
Mazda,2,3299,139397,M,4/5,1,54,1349.0,petrol,1,GR,3,0,HB,4,F,12,Asian
Renault,Espace,3799,249752,A,4/5,1,126,1995.0,diesel,0,BL,0,0,VAN,4,F,10,French
Audi,A6,5100,311170,M,4/5,1,99,1968.0,diesel,1,GR,0,0,SW,5,F,11,German
Dacia,Sandero,1990,248475,M,4/5,1,54,1390.0,petrol,1,GR,0,0,HB,4,F,11,EU
Mitsubishi,Colt,2499,163018,M,4/5,1,54,1124.0,petrol,1,BL,3,0,HB,4,F,12,Asian
Renault,Megane,2600,240000,M,4/5,0,78,1461.0,diesel,1,WH,4,0,SW,4,F,12,French
MINI,Countryman,7699,141000,M,4/5,0,90,1599.0,petrol,0,GR,4,0,SDN,5,F,9,German
Nissan,Qashqai,11490,110722,M,4/5,0,81,1461.0,diesel,1,VAR,4,0,SUV,6,F,5,Asian
Mercedes,C 180,3100,215000,M,4/5,0,95,1980.0,petrol,0,VAR,4,0,SDN,3,B,18,German
BMW,525,1800,247000,A,4/5,1,141,2494.0,petrol,1,GR,4,0,SDN,4,B,17,German
Seat,Alhambra,11490,167000,M,4/5,1,99,1968.0,diesel,0,GR,3,0,VAN,5,F,6,EU
BMW,530,5000,290000,A,4/5,0,191,2993.0,petrol,1,GR,2,0,SDN,4,B,15,German
Opel,Astra,2400,180000,M,4/5,0,74,1686.0,diesel,1,GR,4,0,SW,4,F,15,German
MINI,One,4700,190000,M,2/3,0,55,1600.0,petrol,0,VAR,2,0,HB,4,F,8,German
VW,Golf 5,3300,227000,M,4/5,0,103,1968.0,diesel,1,GR,4,0,HB,3,F,16,German
MINI,Cooper,4800,170608,M,2/3,0,79,1560.0,diesel,0,BL,3,0,HB,3,F,12,German
VW,Passat,3999,235000,M,4/5,0,103,1986.0,diesel,0,GR,4,0,SW,4,F,14,German
VW,Passat,8600,159912,A,4/5,1,76,1598.0,diesel,0,VAR,0,0,SW,5,F,7,German
VW,Golf 5,3499,114490,M,4/5,1,59,1390.0,petrol,0,GR,3,0,VAN,4,F,14,German
Seat,Ibiza,3999,85854,M,2/3,1,62,1390.0,petrol,1,VAR,3,0,HB,4,F,11,EU
Fiat,Grande Punto,2800,213393,M,4/5,0,66,1248.0,diesel,0,VAR,4,0,SDN,4,F,13,Italian
Peugeot,207,3999,141946,M,4/5,1,70,1397.0,petrol,0,WH,3,0,HB,5,F,9,French
Škoda,Fabia,5990,64642,M,4/5,1,43,999.0,petrol,1,VAR,3,0,HB,4,F,4,EU
VW,Polo,2999,118652,M,2/3,1,51,1198.0,petrol,1,GR,3,0,HB,4,F,12,German
Audi,A3,4800,270924,M,4/5,0,103,1968.0,diesel,1,GR,0,0,HB,4,F,15,German
Mazda,6,5999,162540,M,4/5,1,95,2183.0,diesel,1,VAR,0,0,HB,4,F,10,Asian
Honda,Civic,5500,145000,M,4/5,0,103,1799.0,petrol,0,BL,4,0,SDN,4,F,12,Asian
VW,Touran,4900,237000,M,4/5,0,77,1896.0,diesel,1,GR,4,0,SDN,4,F,13,German
Renault,Modus,2150,86740,M,4/5,0,55,1149.0,petrol,1,VAR,2,0,VAN,4,F,15,French
Renault,Scenic,1599,233000,M,4/5,0,60,1461.0,diesel,1,GR,4,0,VAN,3,F,16,French
Opel,Meriva,2990,155231,M,4/5,0,82,1600.0,petrol,0,WH,2,0,HB,4,F,13,German
Renault,Scenic,1200,242000,A,4/5,1,79,1598.0,petrol,1,VAR,3,0,VAN,3,F,16,French
Opel,Corsa,1650,227583,M,4/5,1,59,1229.0,petrol,0,GR,3,0,HB,4,F,15,German
Škoda,Roomster,4200,180198,M,4/5,1,65,1598.0,diesel,0,WH,3,0,VAN,5,F,9,EU
VW,Golf 5,6100,156964,M,4/5,1,59,1390.0,petrol,0,BL,3,0,HB,5,F,11,German
Seat,Leon,4490,202180,M,4/5,1,62,1390.0,petrol,0,BL,0,0,HB,4,F,8,EU
Mercedes,A 180,1299,124069,M,4/5,1,60,1397.0,petrol,1,VAR,3,0,VAN,4,F,21,German
Renault,Clio,4200,79250,M,4/5,1,54,1149.0,petrol,0,WH,3,0,HB,4,F,8,French
VW,Golf 3,1799,216222,M,4/5,1,74,1595.0,petrol,0,VAR,3,0,HB,2,F,22,German
Peugeot,108,9490,42019,A,4/5,1,51,998.0,petrol,0,GR,3,0,HB,5,F,5,French
Peugeot,206,950,206000,M,2/3,0,66,1997.0,diesel,0,GR,2,0,HB,3,F,17,French
Škoda,Roomster,5300,179123,M,4/5,1,65,1598.0,diesel,0,VAR,3,0,VAN,5,F,6,EU
Fiat,500,7750,135730,M,2/3,0,99,1368.0,petrol,1,WH,4,0,HB,4,F,11,Italian
Mercedes,C 200,3500,200000,M,4/5,0,90,2148.0,diesel,0,VAR,4,0,SDN,4,B,16,German
Citroen,C5,3350,176000,M,4/5,0,80,1560.0,diesel,0,VAR,4,0,SDN,4,F,13,French
Audi,A3,3300,99000,M,2/3,0,75,1600.0,petrol,0,VAR,4,0,HB,4,F,16,German
Fiat,Grande Punto,3199,176286,M,4/5,0,66,1300.0,diesel,1,WH,4,0,HB,4,F,13,Italian
VW,Sharan,16500,105200,M,4/5,1,103,1968.0,diesel,0,GR,3,0,VAN,5,F,6,German
Fiat,500,13800,25000,A,2/3,0,103,1399.0,petrol,1,GR,4,0,HB,5,F,5,Italian
Hyundai,Matrix,1499,165000,M,4/5,0,60,1493.0,diesel,1,GR,2,0,HB,3,F,16,Asian
Honda,Civic,4250,154303,M,4/5,1,103,2204.0,diesel,0,GR,3,0,HB,4,F,13,Asian
Toyota,RAV4,3390,177000,M,4/5,0,85,1998.0,diesel,1,GR,2,0,SUV,3,4x4,17,Asian
Mercedes,E klasa,12300,205752,A,2/3,1,170,2987.0,diesel,1,BL,3,0,CP,5,F,9,German
Mercedes,GLA,18800,90648,A,4/5,0,100,2143.0,diesel,0,WH,4,0,SUV,6,F,5,German
VW,Passat,14490,183984,M,4/5,0,110,1968.0,diesel,0,GR,4,0,SDN,5,F,4,German
Kia,Sorento,4700,288900,M,4/5,0,103,2498.0,diesel,1,GR,4,0,SUV,3,4x4,17,Asian
Peugeot,308,7490,214643,M,4/5,1,73,1560.0,diesel,0,WH,3,0,SW,4,F,5,French
Nissan,Micra,2190,126000,M,4/5,1,48,1240.0,petrol,0,VAR,3,0,HB,4,F,13,Asian
Ford,Kuga,12499,144540,M,4/5,1,103,1997.0,diesel,1,GR,0,0,SW,5,F,7,USA
Fiat,Panda,2350,97354,M,4/5,0,55,1248.0,diesel,0,VAR,2,0,PU,4,F,12,Italian
Citroen,C1,3950,98000,M,2/3,0,40,1398.0,diesel,1,VAR,1,0,HB,4,F,11,French
Citroen,C5,3000,232000,A,4/5,1,98,2197.0,diesel,1,VAR,4,0,SW,3,F,17,French
Opel,Insignia,7990,168467,M,4/5,1,88,1956.0,diesel,1,VAR,4,0,SW,6,F,6,German
VW,Passat,2999,307422,A,4/5,1,96,1896.0,diesel,0,WH,3,0,SW,4,F,17,German
Mercedes,A 180,3999,117000,A,4/5,0,80,1992.0,diesel,0,VAR,4,0,HB,4,F,14,German
Hyundai,Elantra,1100,111111,M,4/5,0,85,2000.0,diesel,0,VAR,3,0,SDN,3,F,18,Asian
Fiat,Punto,999,193980,M,4/5,0,40,1100.0,petrol,1,WH,0,0,HB,3,F,22,Italian
