brand,make,price,km,gearbox,doors,imported,kW,cm3,fuel,registered,color,aircon,damage,car_type,standard,drive,age,country
Hyundai,ix35,9000,143500,M,4/5,0,90,1600.0,petrol,0,GR,4,0,SUV,5,F,8,Asian
Citroen,C3,2050,203415,M,4/5,0,50,1398.0,diesel,0,BL,4,0,SDN,3,F,16,French
Fiat,Doblo,7300,115000,M,4/5,0,55,1248.0,diesel,1,WH,2,0,PU,5,F,5,Italian
Citroen,C3,2099,180000,M,4/5,0,44,1124.0,petrol,1,GR,4,0,HB,3,F,17,French
Opel,Corsa,3000,174000,M,2/3,0,66,1248.0,diesel,1,BL,2,0,HB,4,F,13,German
Fiat,Doblo,5990,71000,M,2/3,0,66,1248.0,diesel,1,WH,2,0,PU,5,F,5,Italian
Fiat,Doblo,8600,177000,M,4/5,0,77,1598.0,diesel,0,WH,2,0,PU,5,F,5,Italian
Fiat,Doblo,6200,208000,M,4/5,0,77,1598.0,diesel,0,GR,2,0,PU,5,F,6,Italian
Opel,Zafira,2500,183000,M,4/5,0,74,1995.0,diesel,0,GR,2,0,VAN,3,F,16,German
Renault,Kangoo,6700,81000,M,4/5,0,66,1461.0,diesel,1,WH,1,0,PU,5,F,5,French
Citroen,C3,2800,145000,S,4/5,0,65,1360.0,petrol,1,BL,3,0,HB,4,F,15,French
Volvo,S40,3800,256500,M,4/5,0,80,1560.0,diesel,1,BL,4,0,SDN,4,F,13,Other
VW,Passat,4850,207000,M,4/5,0,103,1985.0,diesel,0,VAR,4,0,SW,4,F,12,German
Renault,Kangoo,5600,140000,M,4/5,0,66,1461.0,diesel,0,WH,2,0,PU,5,F,7,French
Fiat,Doblo,7300,112000,M,4/5,0,55,1248.0,diesel,0,WH,2,0,PU,5,F,4,Italian
Fiat,Doblo,5700,77000,M,4/5,0,66,1248.0,diesel,1,WH,1,0,PU,5,F,5,Italian
Fiat,Doblo,7500,210000,M,4/5,0,66,1248.0,diesel,0,WH,2,0,PU,5,F,5,Italian
BMW,316,10800,199000,M,4/5,0,85,1995.0,diesel,1,VAR,2,0,SW,6,B,7,German
Citroen,C3,3200,142000,M,4/5,0,50,1398.0,diesel,1,WH,2,0,HB,4,F,10,French
Toyota,RAV4,5100,124900,M,4/5,0,92,1794.0,LPG,0,BL,2,0,SUV,3,F,15,Asian
Fiat,Grande Punto,3990,146000,M,4/5,0,57,1368.0,LPG,1,WH,2,0,HB,5,F,7,Italian
Fiat,Panda,6300,84000,M,4/5,0,55,1248.0,diesel,0,WH,2,0,HB,5,F,6,Italian
Renault,Kangoo,5800,163000,M,4/5,0,66,1461.0,diesel,0,WH,2,0,PU,5,F,7,French
Opel,Corsa,1500,233000,M,2/3,0,44,1700.0,diesel,1,GR,2,0,HB,3,F,18,German
Fiat,Doblo,7300,134000,M,4/5,0,66,1248.0,diesel,0,WH,2,0,PU,6,F,4,Italian
VW,Touran,5300,253300,M,4/5,0,77,1896.0,diesel,0,VAR,2,0,VAN,4,F,12,German
Renault,Kangoo,8400,131000,M,4/5,0,66,1461.0,diesel,1,WH,2,0,PU,5,F,5,French
Fiat,Doblo,7300,118000,M,4/5,0,55,1248.0,diesel,0,WH,2,0,PU,5,F,5,Italian
Citroen,C3 Picasso,3890,185000,M,4/5,0,66,1560.0,diesel,0,VAR,4,0,VAN,5,F,11,French
Citroen,C4 Picasso,9899,163491,M,4/5,0,85,1560.0,diesel,1,GR,4,0,VAN,5,F,6,French
Fiat,Doblo,7990,162000,M,4/5,0,66,1248.0,diesel,1,WH,2,0,PU,6,F,4,Italian
Renault,Kangoo,6800,196000,M,4/5,0,66,1461.0,diesel,0,WH,2,0,PU,5,F,6,French
Chevrolet,Captiva,5290,164000,M,4/5,0,110,1991.0,diesel,1,GR,4,0,SUV,4,4x4,13,USA
Renault,Megane,880,286000,M,4/5,1,60,1462.0,diesel,0,VAR,2,0,HB,3,F,17,French
Ford,Fiesta,3990,141000,M,4/5,0,66,1598.0,diesel,1,GR,3,0,HB,4,F,11,USA
VW,Passat,4200,201000,M,4/5,0,103,1968.0,diesel,0,VAR,4,0,SW,4,F,14,German
Fiat,Panda,4600,126000,M,4/5,0,55,1248.0,diesel,0,WH,2,0,HB,5,F,5,Italian
Opel,Corsa,1850,148000,M,2/3,0,55,1199.0,petrol,0,VAR,4,0,HB,4,F,16,German
Opel,Astra,1750,170000,M,4/5,0,74,2000.0,diesel,1,VAR,3,0,SDN,3,F,18,German
VW,Caddy,6990,172000,M,4/5,0,75,1598.0,diesel,1,VAR,1,0,PU,5,F,9,German
Ford,Fiesta,2650,232000,M,4/5,0,50,1399.0,diesel,0,GR,4,0,HB,4,F,12,USA
Fiat,Doblo,5300,108000,M,4/5,0,66,1248.0,diesel,1,WH,1,0,PU,4,F,9,Italian
Renault,Kangoo,6200,196000,M,4/5,0,55,1461.0,diesel,1,GR,1,0,PU,5,F,7,French
Fiat,Doblo,6990,166000,M,4/5,0,77,1598.0,diesel,1,WH,2,0,PU,5,F,6,Italian
Fiat,Doblo,6700,189000,M,4/5,0,77,1598.0,diesel,1,GR,2,0,PU,5,F,6,Italian
Peugeot,Partner,6100,148000,M,4/5,0,66,1560.0,diesel,0,WH,2,0,PU,5,F,6,French
Audi,A4,8190,166000,M,4/5,0,105,1968.0,diesel,1,GR,4,0,SW,4,F,11,German
Audi,A4,4890,172000,M,4/5,0,103,1968.0,diesel,0,GR,4,0,SDN,4,F,14,German
Citroen,C4,4799,202000,M,4/5,0,66,1600.0,diesel,1,BL,4,0,HB,5,F,9,French
Citroen,Berlingo,5900,185000,M,2/3,0,55,1560.0,diesel,0,WH,2,0,PU,5,F,6,French
Audi,A3,5400,256000,M,4/5,0,103,1968.0,diesel,0,BL,4,0,SDN,4,F,13,German
Mercedes,B 200,3700,265000,A,4/5,0,103,1992.0,diesel,1,GR,2,0,HB,4,F,15,German
Kia,Ceed,3050,163000,M,4/5,0,103,1991.0,diesel,1,VAR,2,0,SW,4,F,13,Asian
Peugeot,207,3400,207000,M,4/5,0,50,1398.0,diesel,0,BL,2,0,HB,4,F,12,French
Opel,Meriva,2900,172000,M,4/5,0,55,1248.0,diesel,1,GR,2,0,HB,4,F,14,German
Mercedes,E 200,17900,72000,A,4/5,0,100,2143.0,diesel,1,VAR,4,0,SDN,5,B,8,German
Citroen,C1,2990,156000,A,2/3,0,50,998.0,petrol,0,GR,3,0,HB,4,F,13,French
Citroen,Berlingo,5700,183000,M,4/5,0,55,1560.0,diesel,0,WH,2,0,PU,5,F,6,French
Fiat,Grande Punto,6200,70000,M,4/5,0,55,1248.0,diesel,0,WH,2,0,PU,5,F,7,Italian
Citroen,C4,2600,186000,M,4/5,0,66,1560.0,diesel,0,BL,4,0,HB,4,F,15,French
VW,Golf 4,2700,174000,M,4/5,0,74,1896.0,diesel,1,VAR,4,0,HB,3,F,18,German
Audi,A6,14850,195000,A,4/5,0,130,1968.0,diesel,0,BL,2,0,SW,5,F,7,German
VW,Golf 4,1850,248565,M,4/5,0,77,1598.0,petrol,1,BL,2,0,SW,4,F,18,German
Chevrolet,Aveo,1900,115000,M,4/5,0,53,1150.0,petrol,0,VAR,0,0,HB,4,F,13,USA
Nissan,Qashqai,3500,212081,M,4/5,0,110,1995.0,diesel,0,VAR,4,0,SUV,4,F,13,Asian
Opel,Astra,2900,196000,M,4/5,0,92,1695.0,diesel,0,VAR,4,0,SW,4,F,12,German
Tata,Indica,2950,150000,M,4/5,0,55,1398.0,petrol,0,BL,2,0,HB,4,F,9,Other
Mitsubishi,Colt,1250,180000,M,4/5,0,70,1332.0,petrol,0,BL,2,0,HB,4,F,13,Asian
Toyota,Corolla,5990,149500,M,4/5,0,66,1398.0,diesel,0,GR,4,0,SDN,4,F,11,Asian
VW,Golf 5,3700,196000,M,4/5,0,59,1390.0,petrol,0,GR,2,0,HB,4,F,12,German
Renault,Megane,1600,235000,M,2/3,0,83,1590.0,petrol,0,BL,2,0,HB,4,F,16,French
VW,Polo,2250,290000,M,4/5,0,51,1422.0,diesel,0,BL,2,0,HB,3,F,14,German
Peugeot,206,2100,169300,M,2/3,0,55,1360.0,petrol,1,BL,2,0,HB,3,F,13,French
VW,Caddy,4850,224000,M,4/5,0,77,1896.0,diesel,0,VAR,2,0,VAN,4,F,13,German
Audi,A4,8450,183952,A,4/5,0,105,2000.0,diesel,0,VAR,4,0,SW,5,F,9,German
Opel,Astra,2650,184388,M,4/5,0,66,1389.0,LPG,0,GR,4,0,SDN,4,F,16,German
Fiat,Doblo,6990,143000,M,4/5,0,55,1248.0,diesel,1,WH,2,0,PU,6,F,4,Italian
Peugeot,208,6450,168000,M,4/5,0,55,1598.0,diesel,1,WH,4,0,HB,6,F,4,French
Peugeot,206,1700,169500,M,4/5,0,55,1360.0,petrol,0,GR,2,0,HB,3,F,17,French
Honda,CR_V,11250,127000,M,4/5,0,110,1997.0,petrol,0,VAR,4,0,SUV,5,4x4,8,Asian
Renault,Clio,2199,275000,M,4/5,0,63,1463.0,diesel,1,WH,0,0,SM,3,F,14,French
Fiat,Doblo,6600,180000,M,4/5,0,55,1248.0,diesel,1,WH,2,0,PU,6,F,4,Italian
Fiat,Panda,4990,117000,M,4/5,0,55,1248.0,petrol,1,VAR,2,0,HB,5,F,5,Italian
Hyundai,Terracan,4000,163500,M,4/5,0,120,2902.0,diesel,0,BL,4,0,SUV,4,4x4,14,Asian
Fiat,Punto,1850,156000,M,2/3,0,44,1242.0,petrol,0,GR,2,0,HB,4,F,15,Italian
Peugeot,307,2750,183000,M,4/5,0,50,1398.0,diesel,1,GR,4,0,HB,4,F,15,French
Renault,Clio,1580,131675,M,4/5,0,72,1390.0,petrol,0,BL,2,0,HB,3,F,18,French
Audi,A6,6700,240000,M,4/5,0,100,1968.0,diesel,0,VAR,2,0,SW,5,F,11,German
VW,Golf 4,1550,220000,M,4/5,1,85,1984.0,petrol,1,GR,4,0,HB,4,F,20,German
Citroen,C5,6099,175000,M,4/5,0,85,1600.0,diesel,0,BL,4,0,SW,5,F,7,French
Renault,Modus,2850,178952,M,4/5,1,61,1461.0,diesel,0,VAR,4,0,SDN,4,F,12,French
Audi,A4,12700,150125,M,4/5,1,100,1968.0,diesel,1,VAR,4,0,SW,6,F,5,German
Ford,Mondeo,6100,187400,M,4/5,0,85,1560.0,diesel,0,GR,4,0,SW,5,F,8,USA
Ford,Fiesta,1600,256254,M,2/3,0,50,1399.0,diesel,0,WH,2,0,HB,4,F,15,USA
Škoda,Superb,6850,252000,M,4/5,0,77,1896.0,diesel,0,GR,4,0,HB,4,F,10,EU
Opel,Meriva,7600,66900,M,4/5,0,74,1398.0,petrol,1,GR,2,0,VAN,6,F,5,German
Mercedes,A 170,1699,168000,M,4/5,0,70,1689.0,diesel,0,VAR,2,0,HB,3,F,17,German
Lada,112,590,174000,M,4/5,0,66,1499.0,petrol,0,VAR,0,0,HB,3,F,16,YuSSR
Opel,Astra,6690,113000,M,4/5,0,96,1686.0,diesel,0,VAR,4,0,SW,5,F,6,German
VW,Touareg,7000,336000,A,4/5,0,165,2987.0,diesel,1,BL,4,0,SUV,4,4x4,14,German
VW,Touran,7899,183000,M,4/5,0,77,1598.0,diesel,1,BL,3,0,VAN,5,F,7,German
Opel,Agila,1500,270000,M,4/5,0,56,1298.0,LPG,1,VAR,2,0,HB,3,F,17,German
Ford,Fiesta,2190,170000,M,4/5,0,50,1397.0,diesel,1,WH,2,0,HB,4,F,14,USA
Renault,Megane,4890,238000,M,4/5,0,106,1500.0,diesel,1,WH,2,0,HB,5,F,10,French
Fiat,Grande Punto,3150,156000,M,4/5,0,55,1248.0,diesel,0,GR,2,0,HB,4,F,12,Italian
Toyota,RAV4,4990,200500,M,4/5,0,130,2231.0,diesel,0,VAR,4,0,SUV,4,4x4,12,Asian
Opel,Corsa,1200,112000,M,2/3,0,48,1200.0,LPG,1,GR,2,0,HB,3,F,21,German
Ford,Fiesta,3799,250000,M,2/3,0,55,1399.0,diesel,0,VAR,2,0,HB,5,F,9,USA
Citroen,C4,2950,199640,M,4/5,0,66,1560.0,diesel,1,WH,2,0,HB,4,F,13,French
Lancia,Lybra,1500,221563,M,4/5,0,85,1910.0,diesel,1,GR,4,0,SW,3,F,16,Italian
Peugeot,508,11350,128000,M,4/5,0,110,1997.0,diesel,0,BL,4,0,SDN,6,F,5,French
Renault,Kangoo,5700,166000,M,4/5,0,66,1461.0,diesel,1,WH,2,0,PU,5,F,7,French
Audi,A3,4300,221000,A,2/3,0,103,1980.0,diesel,1,GR,4,0,HB,4,F,16,German
Ford,Fiesta,2200,187759,M,4/5,0,59,1399.0,petrol,1,BL,2,0,HB,4,F,14,USA
Audi,A6,5690,187000,M,4/5,0,100,1968.0,diesel,1,VAR,4,0,SW,4,F,14,German
Peugeot,207,3300,134000,M,4/5,0,65,1360.0,petrol,0,VAR,3,0,HB,4,F,14,French
Peugeot,308,8750,185158,M,4/5,0,88,1560.0,diesel,1,WH,4,0,HB,6,F,5,French
MINI,Cooper,2450,145000,M,2/3,0,85,1590.0,petrol,1,VAR,3,0,HB,4,F,16,German
VW,Golf 4,2099,186958,M,4/5,0,55,1398.0,petrol,1,BL,2,0,HB,3,F,17,German
Mercedes,A 160,1500,195000,M,4/5,0,75,1600.0,petrol,1,VAR,2,0,HB,3,F,17,German
Ford,Fiesta,3590,149478,M,4/5,0,66,1560.0,diesel,1,WH,3,0,HB,4,F,11,USA
Audi,A4,6380,254234,M,4/5,0,105,1998.0,diesel,1,BL,4,0,SW,4,F,12,German
Citroen,C3,4200,210296,M,4/5,0,50,1398.0,diesel,0,WH,2,0,HB,4,F,10,French
Mercedes,B 200,4800,181000,M,4/5,0,103,1992.0,diesel,1,BL,2,0,HB,4,F,14,German
Opel,Corsa,5990,168585,M,4/5,0,55,1248.0,diesel,0,WH,2,0,HB,6,F,4,German
Alfa Romeo,147,1090,180000,M,2/3,0,110,1970.0,LPG,1,GR,4,0,HB,4,F,20,Italian
Ford,Fiesta,3990,137300,M,2/3,0,50,1399.0,diesel,1,BL,2,0,HB,4,F,11,USA
BMW,120,6000,187354,M,4/5,0,105,1995.0,diesel,1,GR,4,0,HB,4,B,13,German
Opel,Astra,6850,130000,M,4/5,0,103,1398.0,petrol,0,BL,4,0,SDN,5,F,10,German
Peugeot,307,800,220000,M,4/5,1,66,1600.0,petrol,0,GR,3,0,SDN,3,F,16,French
Škoda,Octavia,3990,278000,M,4/5,0,77,1900.0,diesel,1,BL,4,0,HB,4,F,13,EU
Mercedes,A 160,2950,160000,M,4/5,0,60,1991.0,diesel,0,GR,4,0,HB,4,F,15,German
Renault,Modus,2550,95000,M,4/5,0,55,1149.0,petrol,1,VAR,2,0,HB,3,F,15,French
Mercedes,C 200,3499,108480,A,4/5,0,120,1796.0,petrol,1,VAR,3,0,SDN,4,B,17,German
Opel,Astra,1999,192000,M,4/5,0,74,1990.0,diesel,1,VAR,2,0,HB,3,F,19,German
Renault,Megane,6100,151000,M,4/5,0,70,1500.0,diesel,1,WH,4,0,HB,5,F,6,French
Opel,Insignia,5900,257000,M,4/5,0,118,1956.0,diesel,0,VAR,4,0,SW,5,F,7,German
Toyota,Yaris,10250,13024,M,4/5,0,51,998.0,petrol,1,VAR,2,0,HB,6,F,1,Asian
BMW,116,14950,59566,M,4/5,0,86,1496.0,diesel,0,WH,4,0,HB,5,B,5,German
Peugeot,207,3450,130000,M,4/5,0,55,1360.0,petrol,1,VAR,4,0,HB,4,F,14,French
Opel,Corsa,3099,170000,M,4/5,0,55,1248.0,diesel,1,GR,2,0,HB,4,F,14,German
Ford,Focus,650,200000,M,4/5,0,74,1798.0,diesel,0,GR,3,1,SW,3,F,18,USA
Fiat,Doblo,8200,64000,A,4/5,0,70,1248.0,diesel,1,WH,2,0,PU,6,F,3,Italian
Volvo,V50,2450,170000,M,4/5,0,100,1994.0,diesel,0,VAR,4,0,SW,4,F,14,Other
Audi,A4,7850,208000,M,4/5,0,105,1968.0,diesel,0,GR,4,0,SDN,4,F,11,German
Opel,Insignia,5900,195500,M,4/5,0,162,1998.0,petrol,1,BL,4,0,SW,4,4x4,11,German
Honda,Civic,4990,215000,M,4/5,0,61,1339.0,petrol,0,BL,3,0,SDN,4,F,14,Asian
BMW,116,6850,186000,M,4/5,0,85,1995.0,diesel,1,BL,4,0,HB,4,B,10,German
Opel,Astra,5500,68100,M,4/5,0,74,1398.0,petrol,1,GR,2,0,HB,5,F,10,German
Opel,Corsa,4190,99422,M,4/5,0,59,1200.0,petrol,0,VAR,3,0,SDN,4,F,11,German
Opel,Astra,6850,84000,M,4/5,0,81,1686.0,diesel,1,WH,4,0,HB,5,F,7,German
Citroen,C5,2390,173410,M,4/5,0,81,1560.0,diesel,0,GR,4,0,HB,4,F,14,French
Renault,Laguna,6590,157799,M,4/5,0,81,1461.0,diesel,0,BL,4,0,SDN,6,F,7,French
Peugeot,207,3900,180000,M,4/5,0,68,1560.0,diesel,0,WH,2,0,SW,5,F,9,French
VW,Tiguan,8850,188000,A,4/5,0,103,1968.0,diesel,0,GR,4,0,SUV,5,4x4,11,German
VW,Passat,4499,269089,M,4/5,0,103,1968.0,diesel,0,GR,4,0,SW,4,F,12,German
Citroen,C4,2450,177000,M,4/5,0,66,1596.0,diesel,0,GR,2,0,HB,4,F,14,French
Audi,A4,6190,347000,M,4/5,0,85,1896.0,diesel,0,VAR,4,0,SDN,4,F,13,German
Peugeot,308,7750,112000,M,4/5,0,73,1560.0,diesel,0,WH,4,0,HB,6,F,5,French
Nissan,Qashqai,6500,161000,A,4/5,0,110,1995.0,diesel,1,GR,4,0,SUV,4,4x4,12,Asian
Renault,Scenic,4990,162506,M,4/5,0,96,1870.0,diesel,1,GR,4,0,VAN,5,F,10,French
Audi,A4,2599,230000,M,4/5,0,85,1896.0,diesel,1,VAR,4,0,SW,3,F,19,German
Ford,Mondeo,10199,155000,M,4/5,0,110,1997.0,diesel,0,GR,4,0,SW,6,F,5,USA
Fiat,Panda,5600,189000,M,4/5,0,55,1248.0,diesel,0,WH,3,0,PU,5,F,7,Italian
Ford,Fiesta,4950,125000,M,4/5,0,60,1242.0,petrol,1,BL,4,0,HB,4,F,11,USA
Opel,Corsa,5500,48125,M,4/5,0,63,1229.0,petrol,1,GR,2,0,HB,4,F,7,German
Peugeot,308,3500,181000,M,4/5,0,110,1600.0,petrol,1,VAR,4,0,HB,5,F,12,French
Škoda,Octavia,11499,186194,A,4/5,0,81,1598.0,diesel,0,VAR,4,0,SW,5,F,5,EU
Mazda,RX_8,4450,211640,M,4/5,0,170,1308.0,petrol,1,VAR,4,0,CP,3,B,17,Asian
Toyota,Yaris,9990,17448,M,4/5,0,51,998.0,petrol,0,VAR,3,0,HB,6,F,1,Asian
Peugeot,208,6450,160000,M,4/5,0,55,1560.0,diesel,0,WH,2,0,HB,6,F,4,French
Citroen,C4 Cactus,7500,70290,M,4/5,0,60,1199.0,diesel,0,VAR,4,0,HB,5,F,5,French
Škoda,Octavia,9799,193769,A,4/5,0,77,1598.0,diesel,0,BL,4,0,SW,5,F,6,EU
Renault,Megane,2200,151789,M,4/5,0,82,1598.0,petrol,1,VAR,4,0,SW,4,F,13,French
Citroen,Jumpy,4650,120000,M,4/5,0,66,1600.0,diesel,1,VAR,3,0,PU,5,F,8,French
Audi,A4,5190,176361,M,4/5,0,103,1968.0,diesel,1,GR,4,0,SDN,4,F,16,German
BMW,320,1900,245000,M,4/5,0,110,1956.0,diesel,0,VAR,4,0,SW,3,B,18,German
Renault,Megane,6350,101000,M,4/5,0,70,1461.0,diesel,1,WH,2,0,HB,5,F,6,French
Škoda,Octavia,10499,186965,A,4/5,0,110,1968.0,diesel,1,GR,4,0,SW,5,F,6,EU
VW,Golf 5,4050,138000,M,4/5,0,60,1400.0,petrol,0,GR,4,0,HB,4,F,15,German
Opel,Meriva,2400,175213,S,4/5,0,77,1596.0,petrol,0,VAR,4,0,VAN,4,F,14,German
Ford,Fiesta,4250,150000,M,4/5,0,55,1596.0,diesel,0,VAR,4,0,HB,4,F,11,USA
Kia,Ceed,3950,142304,M,4/5,0,84,1582.0,diesel,0,GR,4,0,SW,4,F,11,Asian
Audi,A3,7900,192000,M,4/5,1,77,1588.0,diesel,0,VAR,4,0,HB,4,F,9,German
Opel,Meriva,3350,133201,M,4/5,0,92,1700.0,diesel,1,VAR,4,0,VAN,4,F,11,German
Chevrolet,Trax,10490,112000,M,4/5,0,96,1686.0,diesel,1,WH,3,0,SUV,5,F,6,USA
BMW,218 Active Tourer,14800,204000,A,4/5,0,110,1995.0,diesel,1,VAR,4,0,HB,6,4x4,5,German
Audi,A3,11499,170303,M,4/5,0,110,1968.0,diesel,1,VAR,4,0,HB,6,F,5,German
Mercedes,A 180,4390,154245,M,4/5,0,80,1991.0,diesel,1,VAR,3,0,HB,4,F,12,German
VW,Sharan,9850,218255,M,4/5,0,103,2000.0,diesel,1,VAR,3,0,SDN,5,F,9,German
Renault,Kangoo,5990,169000,M,4/5,0,55,1461.0,diesel,0,WH,2,0,PU,6,F,4,French
Opel,Astra,4250,156000,M,4/5,0,55,1248.0,diesel,0,GR,3,0,HB,4,F,12,German
Peugeot,Partner,5990,160653,M,4/5,0,66,1560.0,diesel,0,WH,2,0,PU,5,F,6,French
Fiat,Doblo,8990,135000,M,4/5,0,77,1598.0,diesel,0,WH,2,0,VAN,6,F,3,Italian
Volvo,XC 60,16999,157528,A,4/5,0,133,1969.0,diesel,1,WH,4,0,SUV,6,F,6,Other
Renault,Kangoo,7700,147000,M,4/5,0,55,1461.0,diesel,1,WH,2,0,PU,6,F,4,French
Renault,Kangoo,5700,165000,M,4/5,0,55,1461.0,diesel,0,WH,2,0,PU,5,F,7,French
Citroen,C4,8150,146000,M,4/5,0,73,1560.0,diesel,1,WH,4,0,HB,6,F,3,French
Audi,A4,3900,189000,M,4/5,0,125,1968.0,diesel,1,GR,4,0,SW,4,F,15,German
Seat,Altea XL,8300,184000,M,4/5,0,77,1598.0,diesel,1,VAR,4,0,HB,5,F,6,EU
Opel,Insignia,8990,193869,A,4/5,0,96,1956.0,diesel,0,GR,4,0,SDN,5,F,6,German
Citroen,Jumper,7650,175000,M,4/5,0,96,2200.0,diesel,1,WH,0,0,PU,5,F,7,French
Volvo,XC 60,20399,138158,A,4/5,0,133,1969.0,diesel,0,VAR,4,0,SUV,6,F,6,Other
Citroen,C5,8299,168000,A,4/5,0,120,1998.0,diesel,0,VAR,4,0,SDN,4,F,8,French
Renault,Kangoo,6600,161000,M,4/5,0,66,1461.0,diesel,1,WH,2,0,PU,5,F,7,French
Renault,Kangoo,6300,185000,M,4/5,0,66,1461.0,diesel,0,WH,2,0,PU,5,F,6,French
Citroen,C5,6150,189000,A,4/5,0,100,1997.0,diesel,0,GR,4,0,SDN,4,F,11,French
Ford,Focus,2999,223000,M,4/5,0,80,1560.0,diesel,0,WH,2,0,SW,5,F,11,USA
Volvo,XC 60,21999,147304,A,4/5,0,110,1969.0,diesel,0,VAR,4,0,SUV,6,F,5,Other
Renault,Kangoo,5900,108000,M,4/5,0,55,1461.0,diesel,0,WH,1,0,PU,5,F,7,French
Renault,Grand Scenic,2990,185705,M,4/5,0,96,1870.0,diesel,0,GR,4,0,VAN,4,F,13,French
Mercedes,ML 250,26199,215987,A,4/5,0,150,2143.0,diesel,1,GR,4,0,SUV,6,4x4,6,German
VW,Touran,7500,189288,M,4/5,0,77,1598.0,diesel,0,BL,2,0,PU,5,F,9,German
Opel,Adam,7700,48000,M,2/3,1,74,1388.0,petrol,0,VAR,2,0,HB,5,F,7,German
Citroen,C5,4690,191560,M,4/5,0,100,1997.0,diesel,0,VAR,4,0,SDN,4,F,12,French
Ford,Fiesta,1650,167000,M,4/5,0,59,1389.0,petrol,0,GR,2,0,SDN,3,F,18,USA
Seat,Altea,2890,162358,M,4/5,0,77,1896.0,diesel,1,VAR,3,0,HB,4,F,15,EU
Fiat,Croma,2100,173695,M,4/5,1,88,1910.0,diesel,0,GR,2,0,SW,4,F,14,Italian
Audi,A4,3450,307000,A,4/5,0,120,2496.0,diesel,1,VAR,4,0,SW,4,F,15,German
Ford,Fiesta,2550,215000,M,4/5,0,50,1399.0,diesel,0,GR,2,0,HB,4,F,14,USA
Opel,Corsa,7500,7750,M,2/3,0,40,1398.0,petrol,0,WH,2,0,PU,6,F,2,German
Škoda,Octavia,5650,187635,M,4/5,0,77,1896.0,diesel,1,GR,4,0,SW,4,F,10,EU
Fiat,500,4590,147102,M,2/3,0,55,1248.0,diesel,0,VAR,2,0,HB,4,F,13,Italian
Volvo,XC 60,14999,138000,A,4/5,0,133,2400.0,diesel,1,VAR,4,0,SUV,5,4x4,6,Other
Fiat,Grande Punto,3650,116833,M,4/5,0,66,1248.0,diesel,1,GR,2,0,SDN,4,F,11,Italian
VW,Golf 4,2950,191652,M,4/5,0,50,1896.0,diesel,0,BL,2,0,SW,3,F,16,German
Fiat,500L,6899,167491,M,4/5,0,77,1598.0,diesel,1,GR,2,0,HB,5,F,6,Italian
VW,Golf 5,3950,192559,M,4/5,0,77,1896.0,diesel,1,BL,2,0,SDN,4,F,15,German
Peugeot,407,2950,168695,M,4/5,0,80,1560.0,diesel,1,GR,4,0,SW,4,F,15,French
BMW,525,18600,154000,A,4/5,0,218,1995.0,diesel,1,WH,4,0,SDN,6,4x4,7,German
Mercedes,B 180,11399,182955,M,4/5,0,80,1461.0,diesel,0,BL,2,0,HB,5,F,7,German
Fiat,Punto,2100,157000,M,4/5,0,44,1242.0,petrol,0,VAR,2,0,SDN,3,F,16,Italian
Renault,Laguna,9500,130594,M,4/5,0,96,1995.0,diesel,0,BL,4,0,SDN,5,F,7,French
Renault,Grand Scenic,5500,217418,M,4/5,0,81,1461.0,diesel,1,GR,2,0,VAN,5,F,9,French
Mercedes,C 200,6950,159931,A,4/5,0,100,2148.0,diesel,0,BL,4,0,SW,4,B,11,German
Peugeot,307,1600,174212,M,4/5,0,66,1998.0,diesel,1,GR,4,0,HB,3,F,19,French
Renault,Scenic,3650,184000,M,4/5,0,96,1860.0,diesel,1,GR,4,0,VAN,4,F,12,French
BMW,525,8000,280000,A,4/5,0,132,2499.0,diesel,0,BL,4,0,SDN,4,B,13,German
Fiat,Grande Punto,4690,104000,M,4/5,1,55,1250.0,diesel,0,GR,3,0,HB,5,F,7,Italian
Opel,Corsa,1700,199205,M,2/3,0,51,1299.0,diesel,0,GR,3,0,SDN,3,F,15,German
Renault,Megane,2950,191707,M,4/5,0,63,1461.0,diesel,1,WH,2,0,SDN,4,F,12,French
Lada,Niva,2200,135000,M,2/3,0,54,1689.0,LPG,1,VAR,0,0,SUV,1,4x4,20,YuSSR
Fiat,500L,7499,159193,M,4/5,0,63,1248.0,diesel,0,VAR,4,0,HB,5,F,6,Italian
VW,Touareg,21499,142759,A,4/5,0,179,2967.0,diesel,0,VAR,4,0,SUV,5,4x4,7,German
Ford,Fiesta,1950,164572,M,4/5,0,50,1399.0,diesel,0,VAR,3,0,HB,3,F,16,USA
Renault,Clio,1000,250000,M,4/5,0,47,1500.0,diesel,0,VAR,4,0,HB,3,F,18,French
Renault,Laguna,4350,206000,M,4/5,0,110,1995.0,diesel,0,GR,4,0,SDN,4,F,12,French
Fiat,500,4950,132735,M,2/3,0,55,1248.0,diesel,0,VAR,4,0,HB,4,F,12,Italian
Opel,Astra,5690,160388,M,4/5,0,81,1686.0,diesel,0,VAR,4,0,HB,4,F,10,German
BMW,320,7450,219619,M,4/5,0,130,1995.0,diesel,0,BL,4,0,SW,4,4x4,11,German
BMW,525,14999,194132,M,4/5,0,160,1995.0,diesel,1,BL,4,0,SDN,5,B,8,German
Chevrolet,Captiva,4800,189000,A,4/5,0,110,1991.0,diesel,0,GR,4,0,SUV,4,F,12,USA
